Timestamp,Solar Altitude,Solar Azimuth,Solar Incidence
2010-01-18 08:10:00,9.023122,132.326094,35.530448
2010-01-18 09:10:00,15.940298,144.849868,48.60152
2010-01-18 10:10:00,20.889499,158.707172,60.188148
2010-01-18 11:10:00,23.393461,173.630067,67.778363
2010-01-18 12:10:00,23.160384,188.919436,66.979816
2010-01-18 13:10:00,20.219091,203.702274,58.423954
2010-01-18 14:10:00,14.904417,217.342415,46.479408
2010-01-18 15:10:00,7.707739,229.646569,33.267778
2010-01-18 16:10:00,-0.874519,240.788853,0
2010-01-18 17:10:00,-10.414066,251.153287,0
2010-01-18 18:10:00,-20.554329,261.247256,0
2010-01-18 19:10:00,-30.974666,271.723231,0
2010-01-18 20:10:00,-41.323128,283.523534,0
2010-01-18 21:10:00,-51.087617,298.198214,0
2010-01-18 22:10:00,-59.320918,318.32317,0
2010-01-18 23:10:00,-64.225842,346.456678,0
2010-01-19 00:10:00,-63.554456,18.520297,0
2010-01-19 01:10:00,-57.975879,45.240731,0
2010-01-19 02:10:00,-49.420491,64.258317,0
2010-01-19 03:10:00,-39.52495,78.339886,0
2010-01-19 04:10:00,-29.139905,89.860574,0
2010-01-19 05:10:00,-18.740296,100.237269,0
2010-01-19 06:10:00,-8.66806,110.349665,0
2010-01-19 07:10:00,0.752897,120.822621,0
2010-01-19 08:10:00,9.154924,132.147929,35.518198
2010-01-19 09:10:00,16.095319,144.687717,48.627352
2010-01-19 10:10:00,21.068544,158.570582,60.275058
2010-01-19 11:10:00,23.593473,173.530621,67.954782
2010-01-19 12:10:00,23.374454,188.865047,67.199304
2010-01-19 13:10:00,20.438731,203.692682,58.613116
2010-01-19 14:10:00,15.122559,217.370509,46.632948
2010-01-19 15:10:00,7.920261,229.703284,33.39389
2010-01-19 16:10:00,-0.668976,240.866797,0
2010-01-19 17:10:00,-10.214878,251.247802,0
2010-01-19 18:10:00,-20.359511,261.355935,0
2010-01-19 19:10:00,-30.781102,271.844627,0
2010-01-19 20:10:00,-41.126515,283.654251,0
2010-01-19 21:10:00,-50.882663,298.324463,0
2010-01-19 22:10:00,-59.104355,318.396868,0
2010-01-19 23:10:00,-64.009146,346.372025,0
2010-01-20 00:10:00,-63.363932,18.252017,0
2010-01-20 01:10:00,-57.832283,44.914483,0
2010-01-20 02:10:00,-49.309864,63.957292,0
2010-01-20 03:10:00,-39.430814,78.074985,0
2010-01-20 04:10:00,-29.050519,89.624149,0
2010-01-20 05:10:00,-18.647386,100.020821,0
2010-01-20 06:10:00,-8.565207,110.147153,0
2010-01-20 07:10:00,0.871135,120.631058,0
2010-01-20 08:10:00,9.293196,131.967978,35.509299
2010-01-20 09:10:00,16.256938,144.524578,48.657067
2010-01-20 10:10:00,21.254223,158.43413,60.366682
2010-01-20 11:10:00,23.799958,173.43274,68.137207
2010-01-20 12:10:00,23.594575,188.81372,67.423772
2010-01-20 13:10:00,20.663775,203.687396,58.804215
2010-01-20 14:10:00,15.345364,217.403729,46.786598
2010-01-20 15:10:00,8.136742,229.765582,33.519111
2010-01-20 16:10:00,-0.460051,240.950587,0
2010-01-20 17:10:00,-10.012724,251.348376,0
2010-01-20 18:10:00,-20.16196,261.470954,0
2010-01-20 19:10:00,-30.584831,271.972782,0
2010-01-20 20:10:00,-40.926971,283.792336,0
2010-01-20 21:10:00,-50.674224,298.458865,0
2010-01-20 22:10:00,-58.883319,318.47951,0
2010-01-20 23:10:00,-63.786531,346.296245,0
2010-01-21 00:10:00,-63.166272,17.989103,0
2010-01-21 01:10:00,-57.681288,44.588433,0
2010-01-21 02:10:00,-49.192224,63.653898,0
2010-01-21 03:10:00,-39.33007,77.806992,0
2010-01-21 04:10:00,-28.954787,89.384601,0
2010-01-21 05:10:00,-18.548248,99.801447,0
2010-01-21 06:10:00,-8.456129,109.942014,0
2010-01-21 07:10:00,0.995675,120.437258,0
2010-01-21 08:10:00,9.43789,131.786331,35.50374
2010-01-21 09:10:00,16.425093,144.360528,48.690615
2010-01-21 10:10:00,21.446463,158.297885,60.462935
2010-01-21 11:10:00,24.012833,173.33649,68.325554
2010-01-21 12:10:00,23.820652,188.765518,67.6531
2010-01-21 13:10:00,20.894118,203.686468,58.99707
2010-01-21 14:10:00,15.572719,217.442108,46.940196
2010-01-21 15:10:00,8.357068,229.833475,33.64331
2010-01-21 16:10:00,-0.247857,241.040209,0
2010-01-21 17:10:00,-9.807709,251.454978,0
2010-01-21 18:10:00,-19.961772,261.592258,0
2010-01-21 19:10:00,-30.385942,272.107617,0
2010-01-21 20:10:00,-40.724578,283.937674,0
2010-01-21 21:10:00,-50.46238,298.601264,0
2010-01-21 22:10:00,-58.657902,318.570913,0
2010-01-21 23:10:00,-63.55811,346.229274,0
2010-01-22 00:10:00,-62.961575,17.731803,0
2010-01-22 01:10:00,-57.52294,44.262954,0
2010-01-22 02:10:00,-49.067583,63.348439,0
2010-01-22 03:10:00,-39.22272,77.536134,0
2010-01-22 04:10:00,-28.852711,89.142105,0
2010-01-22 05:10:00,-18.442891,99.579293,0
2010-01-22 06:10:00,-8.34085,109.734368,0
2010-01-22 07:10:00,1.126478,120.241326,0
2010-01-22 08:10:00,9.588959,131.603078,35.501507
2010-01-22 09:10:00,16.599725,144.195645,48.727945
2010-01-22 10:10:00,21.64519,158.161918,60.563724
2010-01-22 11:10:00,24.232011,173.241936,68.519737
2010-01-22 12:10:00,24.052585,188.720504,67.887166
2010-01-22 13:10:00,21.12965,203.689949,59.191498
2010-01-22 14:10:00,15.804508,217.485679,47.093579
2010-01-22 15:10:00,8.581125,229.906973,33.766356
