Longitude,Latitude,Time,Power ⌁,Power ⌁ without Loss,Efficiency ⋅,Global ⤋ ⭍,Direct ⇣ ⭍,Sky-Diffuse 🗤 ⭍,Ground-Diffuse ⭞ ⭍,Spectral effect ±,Spectral effect ± ％,Spectral factor,Global ⤋ ∡ ☉,Direct ⇣ ∡ ☉,Sky-Diffuse 🗤 ∡ ☉,Ground-Diffuse ⭞ ∡ ☉,Global ⤋ -⭜,Direct ⇣ -⭜,Sky-Diffuse 🗤 -⭜,Ground-Diffuse ⭞ -⭜,Global ⤋ ∡,Direct ⇣ ∡,Sky-Diffuse 🗤 ∡,Ground-Diffuse ⭞ ∡,Sky-Diffuse Horizontal 🗤⭳,Direct Horizontal ⇣ ⭳,Extra Horizontal ⍖ ⭳,Extra Normal ⍖ ⦜,Linke Turbidity ⋅,Refracted alt. ⦧ ⦩,Temperature 🌡,Wind speed 🌬,Altitude ⦩,Azimuth 󱦥,Incidence ⭸,Sun-Horizon ⛰,Shading state 🮞,In-shade 🮞,Horizon ⛰,Visible 👁,Outbound ⊖,Outbound ⊖ i
8.628,45.812000000000005,2010-01-01 10:00:00,643.1546,747.8542,0.9068,747.8542,658.212,82.1647,7.4775,0.0,0.0,1.0,830.6837,730.2175,91.5624,8.9038,-5.9762,-4.3643,-0.954,-0.6579,824.7075,725.8531,90.6084,8.2459,44.4156,272.8292,441.8058,1406.2825,2.0,18.3105,14.0,0.0,0.3196,2.7716,0.9989,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-01-01 11:00:00,703.7419,818.3045,0.8947,818.3045,724.5585,85.1548,8.5913,0.0,0.0,1.0,920.0757,813.5298,96.1776,10.3683,-5.4764,-3.7083,-1.0021,-0.7661,914.5992,809.8215,95.1755,9.6022,47.8349,321.5916,500.983,1406.2825,2.0,20.8699,14.0,0.0,0.3642,3.0285,1.1225,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-01-01 12:00:00,702.093,816.3871,0.8951,816.3871,722.7475,85.0792,8.5605,0.0,0.0,1.0,917.5956,811.213,96.0554,10.3272,-5.4879,-3.724,-1.0008,-0.7631,912.1077,807.489,95.0546,9.5642,47.7435,320.218,499.3353,1406.2825,2.0,20.798,14.0,0.0,0.363,3.2694,1.1187,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-01-01 13:00:00,638.1569,742.0428,0.9078,742.0428,652.7571,81.8977,7.388,0.0,0.0,1.0,823.4624,723.5057,91.1687,8.788,-6.025,-4.4258,-0.9499,-0.6493,817.4374,719.0799,90.2188,8.1386,44.1304,268.9867,437.0771,1406.2825,2.0,18.1077,14.0,0.0,0.316,3.5246,0.9899,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-01-01 14:00:00,507.2715,589.8505,0.9304,589.8505,510.6964,74.02,5.1342,0.0,0.0,1.0,641.616,555.2643,80.3933,5.9584,-7.6529,-6.3751,-0.8376,-0.4402,633.963,548.8892,79.5557,5.5181,36.4037,175.895,318.5462,1406.2825,2.0,13.0921,14.0,0.0,0.2285,3.7579,0.7967,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-01-01 15:00:00,300.0616,348.9088,0.9542,348.9088,288.0445,58.7384,2.1259,0.0,0.0,1.0,376.152,311.5417,62.2046,2.4056,-10.5033,-9.6775,-0.6481,-0.1777,365.6487,301.8643,61.5565,2.2279,23.7305,61.9826,152.7506,1406.2825,2.0,6.2358,14.0,0.0,0.1088,3.9681,0.5775,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-01-01 16:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1406.2825,2.0,-2.1012,14.0,0.0,nan,4.1605,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-01-01 17:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1406.2825,2.0,-11.5763,14.0,0.0,nan,4.3414,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-01-01 18:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1406.2825,2.0,-21.6087,14.0,0.0,nan,4.5147,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-01-01 19:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1406.2825,2.0,-31.9877,14.0,0.0,nan,4.693,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-01-01 20:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1406.2825,2.0,-42.3917,14.0,0.0,nan,4.8924,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-01-01 21:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1406.2825,2.0,-52.3562,14.0,0.0,nan,5.1401,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-01-01 22:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1406.2825,2.0,-60.9995,14.0,0.0,nan,5.4855,0.0,Below,In-shade,True,0.0,False,False,-1
