Longitude,Latitude,Time,Power ⌁,Power ⌁ without Loss,Efficiency ⋅,Global ⤋ ⭍,Direct ⇣ ⭍,Sky-Diffuse 🗤 ⭍,Ground-Diffuse ⭞ ⭍,Spectral effect ±,Spectral effect ± ％,Spectral factor,Global ⤋ ∡ ☉,Direct ⇣ ∡ ☉,Sky-Diffuse 🗤 ∡ ☉,Ground-Diffuse ⭞ ∡ ☉,Global ⤋ -⭜,Direct ⇣ -⭜,Sky-Diffuse 🗤 -⭜,Ground-Diffuse ⭞ -⭜,Global ⤋ ∡,Direct ⇣ ∡,Sky-Diffuse 🗤 ∡,Ground-Diffuse ⭞ ∡,Sky-Diffuse Horizontal 🗤⭳,Direct Horizontal ⇣ ⭳,Extra Horizontal ⍖ ⭳,Extra Normal ⍖ ⦜,Linke Turbidity ⋅,Refracted alt. ⦧ ⦩,Temperature 🌡,Wind speed 🌬,Altitude ⦩,Azimuth 󱦥,Incidence ⭸,Sun-Horizon ⛰,Shading state 🮞,In-shade 🮞,Horizon ⛰,Visible 👁,Outbound ⊖,Outbound ⊖ i
8.628,45.812000000000005,2010-03-20 11:00:00,840.4368,977.2521,0.8638,977.2521,885.512,74.348,17.3921,0.0,0.0,1.0,1137.1543,1028.4425,86.9721,21.7396,-5.8776,-3.3651,-0.9062,-1.6063,1131.2766,1025.0774,86.066,20.1333,63.4128,711.1739,938.4083,1372.4872,2.0,43.1357,14.0,0.0,0.7529,2.9427,1.4207,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-20 12:00:00,843.7768,981.1358,0.863,981.1358,889.3011,74.3693,17.4654,0.0,0.0,1.0,1142.7092,1033.7776,87.0797,21.8519,-5.8578,-3.3359,-0.9073,-1.6146,1136.8514,1030.4417,86.1724,20.2373,63.4931,715.0965,942.6766,1372.4872,2.0,43.3804,14.0,0.0,0.7571,3.2963,1.4518,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-20 13:00:00,792.6078,921.637,0.8752,921.637,831.5483,73.6651,16.4237,0.0,0.0,1.0,1059.2766,953.9622,85.0524,20.262,-6.2576,-3.8743,-0.8862,-1.4971,1053.019,950.0879,84.1662,18.7649,62.2175,659.7239,882.2155,1372.4872,2.0,39.9999,14.0,0.0,0.6981,3.6412,1.193,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-20 14:00:00,684.3508,795.7568,0.8987,795.7568,710.6182,70.9119,14.2267,0.0,0.0,1.0,893.2953,796.4651,79.7368,17.0935,-7.831,-5.7372,-0.8308,-1.263,885.4644,790.7279,78.906,15.8305,58.7733,550.2734,761.1843,1372.4872,2.0,33.6833,14.0,0.0,0.5879,3.939,0.9319,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-20 15:00:00,516.0668,600.0777,0.929,600.0777,525.6129,63.6077,10.857,0.0,0.0,1.0,658.9293,577.1242,69.1865,12.6186,-13.0222,-11.369,-0.7209,-0.9324,645.9071,565.7552,68.4656,11.6862,51.775,397.8281,587.9115,1372.4872,2.0,25.3632,14.0,0.0,0.4427,4.1898,0.6705,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-20 16:00:00,291.236,338.6465,0.9547,338.6465,283.5316,48.6486,6.4664,0.0,0.0,1.0,380.9482,322.143,51.4919,7.3134,-26.2442,-25.1674,-0.5365,-0.5404,354.704,296.9756,50.9554,6.773,39.8054,220.7718,374.4348,1372.4872,2.0,15.8319,14.0,0.0,0.2763,4.4056,0.4094,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-20 17:00:00,55.1339,64.1092,0.9019,64.1092,44.5505,17.7902,1.7685,0.0,0.0,1.0,102.0231,79.9732,19.9326,2.1173,-30.9419,-30.5777,-0.2077,-0.1564,71.0812,49.3955,19.7249,1.9608,22.127,53.3117,136.7049,1372.4872,2.0,5.7164,14.0,0.0,0.0998,4.5996,0.15,Above,Potentially-sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-20 18:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1372.4872,2.0,-4.7919,14.0,0.0,nan,4.7896,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-20 19:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1372.4872,2.0,-15.109,14.0,0.0,nan,4.9845,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-20 20:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1372.4872,2.0,-24.8103,14.0,0.0,nan,5.1977,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-20 21:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1372.4872,2.0,-33.3768,14.0,0.0,nan,5.4444,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-20 22:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1372.4872,2.0,-40.0449,14.0,0.0,nan,5.7378,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-20 23:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1372.4872,2.0,-43.8677,14.0,0.0,nan,6.0786,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 00:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-44.0731,14.0,0.0,nan,0.1626,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 01:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-40.6123,14.0,0.0,nan,0.5075,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 02:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-34.2015,14.0,0.0,nan,0.8063,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 03:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-25.7921,14.0,0.0,nan,1.0573,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 04:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-16.1727,14.0,0.0,nan,1.2732,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 05:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-5.8908,14.0,0.0,nan,1.469,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 06:00:00,37.2904,43.361,0.8733,43.361,27.4967,14.5051,1.3591,0.0,0.0,1.0,77.0211,58.5569,16.7838,1.6804,-27.371,-27.072,-0.1749,-0.1242,49.6501,31.4849,16.6089,1.5563,20.0147,39.8596,111.9245,1371.7285,2.0,4.6802,14.0,0.0,0.0817,1.6593,0.1202,Above,Potentially-sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 07:00:00,263.329,306.1966,0.9559,306.1966,253.9292,46.2749,5.9924,0.0,0.0,1.0,348.6522,292.9652,48.9182,6.7688,-28.3379,-27.3281,-0.5097,-0.5001,320.3143,265.6371,48.4085,6.2687,38.2948,202.88,351.5512,1371.7285,2.0,14.8497,14.0,0.0,0.2592,1.8511,0.3791,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 08:00:00,493.3341,573.6443,0.9325,573.6443,500.9282,62.2277,10.4884,0.0,0.0,1.0,629.2392,549.6631,67.4317,12.1444,-14.0993,-12.4994,-0.7026,-0.8973,615.1399,537.1638,66.7291,11.2471,50.863,381.8447,569.2426,1371.7285,2.0,24.5182,14.0,0.0,0.4279,2.0633,0.6402,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 09:00:00,668.5209,777.3499,0.9019,777.3499,693.1705,70.18,13.9994,0.0,0.0,1.0,870.1266,774.7293,78.6361,16.7613,-8.1873,-6.1296,-0.8193,-1.2384,861.9393,768.5997,77.8168,15.5228,58.3213,538.8868,748.3751,1371.7285,2.0,33.0637,14.0,0.0,0.5771,2.3093,0.9016,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 10:00:00,783.5882,911.149,0.8773,911.149,821.5541,73.2527,16.3423,0.0,0.0,1.0,1044.9387,940.4485,84.3763,20.114,-6.364,-3.9987,-0.8791,-1.4862,1038.5747,936.4498,83.4972,18.6278,62.0593,654.6063,876.5163,1371.7285,2.0,39.7163,14.0,0.0,0.6932,2.6018,1.163,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 11:00:00,841.2464,978.1935,0.8637,978.1935,886.6111,74.0566,17.5258,0.0,0.0,1.0,1138.5134,1029.9507,86.6512,21.9117,-5.8869,-3.3651,-0.9028,-1.619,1132.6266,1026.5856,85.7483,20.2927,63.5086,717.2098,944.8841,1371.7285,2.0,43.5374,14.0,0.0,0.7599,2.9431,1.4236,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 12:00:00,844.3032,981.7479,0.8629,981.7479,890.0809,74.0737,17.5932,0.0,0.0,1.0,1143.6002,1034.8384,86.7467,22.0151,-5.8688,-3.3384,-0.9038,-1.6266,1137.7313,1031.5,85.8428,20.3885,63.5804,720.8253,948.8154,1371.7285,2.0,43.7643,14.0,0.0,0.7638,3.2993,1.4525,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 13:00:00,792.9439,922.0278,0.8752,922.0278,832.0919,73.3879,16.548,0.0,0.0,1.0,1059.8315,954.6744,84.74,20.4172,-6.2725,-3.881,-0.8829,-1.5086,1053.5591,950.7934,83.8571,18.9086,62.3306,665.1389,888.0602,1371.7285,2.0,40.346,14.0,0.0,0.7042,3.6459,1.1923,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 14:00:00,684.5883,796.0328,0.8986,796.0328,711.011,70.6727,14.349,0.0,0.0,1.0,893.678,796.9644,79.4721,17.2414,-7.859,-5.7571,-0.828,-1.2739,885.8189,791.2073,78.6441,15.9675,58.9407,555.3763,766.7978,1371.7285,2.0,33.9868,14.0,0.0,0.5932,3.9446,0.9309,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 15:00:00,516.311,600.3616,0.929,600.3616,525.9552,63.4288,10.9776,0.0,0.0,1.0,659.3348,577.5808,68.9947,12.7593,-13.0953,-11.4337,-0.7189,-0.9428,646.2394,566.1471,68.2758,11.8165,52.0193,402.5969,593.3718,1371.7285,2.0,25.6309,14.0,0.0,0.4473,4.1957,0.6695,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 16:00:00,291.5804,339.047,0.9547,339.047,283.9037,48.5618,6.5814,0.0,0.0,1.0,381.5943,322.7496,51.401,7.4436,-26.4638,-25.3783,-0.5356,-0.55,355.1304,297.3714,50.8655,6.8936,40.1443,225.0729,379.8235,1371.7285,2.0,16.0749,14.0,0.0,0.2806,4.4114,0.4083,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 17:00:00,60.5024,70.3516,0.908,70.3516,45.0369,23.4514,1.8633,0.0,0.0,1.0,109.0151,80.6993,26.0999,2.2159,-31.5341,-31.0984,-0.2719,-0.1637,77.481,49.6009,25.828,2.0522,22.5676,56.3848,142.0348,1371.7285,2.0,5.9434,14.0,0.0,0.1037,4.6055,0.1487,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-21 18:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-4.5577,14.0,0.0,nan,4.7953,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 19:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-14.8671,14.0,0.0,nan,4.9903,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 20:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-24.546,14.0,0.0,nan,5.2035,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 21:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-33.0783,14.0,0.0,nan,5.45,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 22:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-39.7039,14.0,0.0,nan,5.7426,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-21 23:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1371.7285,2.0,-43.4873,14.0,0.0,nan,6.0818,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 00:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-43.6719,14.0,0.0,nan,0.1634,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 01:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-40.2144,14.0,0.0,nan,0.5061,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 02:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-33.8212,14.0,0.0,nan,0.8035,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 03:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-25.4312,14.0,0.0,nan,1.0539,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 04:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-15.8263,14.0,0.0,nan,1.2695,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 05:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-5.5494,14.0,0.0,nan,1.4653,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 06:00:00,38.936,45.2744,0.8767,45.2744,28.965,14.8368,1.4726,0.0,0.0,1.0,79.9177,61.0027,17.1013,1.8137,-28.2769,-27.9647,-0.1782,-0.134,51.6408,33.038,16.9231,1.6797,20.6744,43.9471,119.6906,1370.9666,2.0,5.0086,14.0,0.0,0.0874,1.6553,0.1215,Above,Potentially-sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 07:00:00,266.1929,309.5267,0.9558,309.5267,256.9599,46.4115,6.1553,0.0,0.0,1.0,352.2355,296.2148,49.0672,6.9535,-28.4069,-27.3819,-0.5112,-0.5138,323.8286,268.833,48.556,6.4397,38.7991,208.9557,359.2903,1370.9666,2.0,15.193,14.0,0.0,0.2652,1.8473,0.3806,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 08:00:00,495.6466,576.3333,0.9322,576.3333,503.5123,62.1712,10.6497,0.0,0.0,1.0,632.3386,552.6071,67.3956,12.3358,-14.0841,-12.4705,-0.7022,-0.9115,618.2544,540.1367,66.6934,11.4243,51.2131,388.3148,576.7144,1370.9666,2.0,24.8765,14.0,0.0,0.4342,2.0598,0.6418,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 09:00:00,670.1953,779.2969,0.9015,779.2969,695.1507,69.9954,14.1509,0.0,0.0,1.0,872.603,777.196,78.4582,16.9488,-8.1861,-6.1163,-0.8175,-1.2523,864.4169,771.0797,77.6407,15.6965,58.5463,545.3445,755.516,1370.9666,2.0,33.4413,14.0,0.0,0.5837,2.3064,0.9033,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 10:00:00,784.7407,912.4892,0.877,912.4892,823.0124,72.9935,16.4833,0.0,0.0,1.0,1046.786,942.3892,84.1031,20.2937,-6.3708,-3.9951,-0.8763,-1.4994,1040.415,938.3941,83.2268,18.7942,62.1969,660.8715,883.2968,1370.9666,2.0,40.1123,14.0,0.0,0.7001,2.6002,1.1649,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 11:00:00,842.0049,979.0755,0.8635,979.0755,887.6533,73.7638,17.6584,0.0,0.0,1.0,1139.7886,1031.3792,86.3272,22.0822,-5.8964,-3.3654,-0.8995,-1.6316,1133.8921,1028.0138,85.4277,20.4506,63.5993,723.197,951.3011,1370.9666,2.0,43.9389,14.0,0.0,0.7669,2.9436,1.4263,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 12:00:00,844.7769,982.2986,0.8628,982.2986,890.8016,73.777,17.72,0.0,0.0,1.0,1144.4036,1035.8159,86.4109,22.1768,-5.8801,-3.3412,-0.9003,-1.6386,1138.5234,1032.4747,85.5105,20.5382,63.6629,726.5021,954.8921,1370.9666,2.0,44.1477,14.0,0.0,0.7705,3.3023,1.4529,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 13:00:00,793.225,922.3547,0.8751,922.3547,832.5741,73.1094,16.6712,0.0,0.0,1.0,1060.2987,955.3033,84.4246,20.5707,-6.2879,-3.8883,-0.8796,-1.5199,1054.0109,951.415,83.545,19.0508,62.4389,670.5024,893.8431,1370.9666,2.0,40.6911,14.0,0.0,0.7102,3.6507,1.1915,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 14:00:00,684.7686,796.2426,0.8986,796.2426,711.3408,70.4314,14.4704,0.0,0.0,1.0,893.9762,797.3844,79.2039,17.3879,-7.8879,-5.7779,-0.8252,-1.2847,886.0883,791.6065,78.3787,16.1032,59.1031,560.433,772.3533,1370.9666,2.0,34.2888,14.0,0.0,0.5985,3.9502,0.9299,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 15:00:00,516.4952,600.5758,0.929,600.5758,526.232,63.2465,11.0973,0.0,0.0,1.0,659.6602,577.9629,68.7985,12.8988,-13.1701,-11.5002,-0.7168,-0.9531,646.4902,566.4627,68.0817,11.9457,52.2585,407.3295,598.7809,1370.9666,2.0,25.8972,14.0,0.0,0.452,4.2015,0.6684,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 16:00:00,291.862,339.3745,0.9547,339.3745,284.2084,48.4702,6.6959,0.0,0.0,1.0,382.1636,323.2855,51.3049,7.5732,-26.6844,-25.5902,-0.5346,-0.5596,355.4792,297.6953,50.7704,7.0136,40.478,229.3562,385.171,1370.9666,2.0,16.3169,14.0,0.0,0.2848,4.4173,0.4072,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 17:00:00,60.7262,70.6119,0.9082,70.6119,45.1899,23.4744,1.9476,0.0,0.0,1.0,109.793,81.3587,26.1188,2.3155,-32.0454,-31.6022,-0.2721,-0.1711,77.7476,49.7565,25.8466,2.1444,23.0039,59.4976,147.341,1370.9666,2.0,6.1697,14.0,0.0,0.1077,4.6114,0.1475,Above,Sunlit,False,0.0,True,False,-1
8.628,45.812000000000005,2010-03-22 18:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-4.3236,14.0,0.0,nan,4.801,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 19:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-14.6253,14.0,0.0,nan,4.9961,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 20:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-24.2817,14.0,0.0,nan,5.2093,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 21:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-32.7795,14.0,0.0,nan,5.4556,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 22:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-39.3628,14.0,0.0,nan,5.7474,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-22 23:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.9666,2.0,-43.1069,14.0,0.0,nan,6.0849,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-23 00:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.2015,2.0,-43.2709,14.0,0.0,nan,0.1641,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-23 01:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.2015,2.0,-39.8166,14.0,0.0,nan,0.5047,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-23 02:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.2015,2.0,-33.4406,14.0,0.0,nan,0.8008,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-23 03:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.2015,2.0,-25.0698,14.0,0.0,nan,1.0505,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-23 04:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.2015,2.0,-15.4795,14.0,0.0,nan,1.2658,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-23 05:00:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,nan,1370.2015,2.0,-5.2072,14.0,0.0,nan,1.4615,0.0,Below,In-shade,True,0.0,False,False,-1
8.628,45.812000000000005,2010-03-23 06:00:00,40.5948,47.2032,0.8799,47.2032,30.4705,15.1428,1.59,0.0,0.0,1.0,82.8109,63.4697,17.3901,1.9511,-29.1671,-28.8417,-0.1812,-0.1442,53.6438,34.628,17.2089,1.8069,21.3314,48.187,127.4846,1370.2015,2.0,5.3386,14.0,0.0,0.0932,1.6513,0.1229,Above,Potentially-sunlit,False,0.0,True,False,-1
