Longitude,Latitude,Time,Power ⌁,Power ⌁ without Loss,Efficiency ⋅,Global ⤋ ⭍,Direct ⇣ ⭍,Sky-Diffuse 🗤 ⭍,Ground-Diffuse ⭞ ⭍,Spectral effect ±,Spectral effect ± ％,Spectral factor,Global ⤋ ∡ ☉,Direct ⇣ ∡ ☉,Sky-Diffuse 🗤 ∡ ☉,Ground-Diffuse ⭞ ∡ ☉,Global ⤋ -⭜,Direct ⇣ -⭜,Sky-Diffuse 🗤 -⭜,Ground-Diffuse ⭞ -⭜,Global ⤋ ∡,Direct ⇣ ∡,Sky-Diffuse 🗤 ∡,Ground-Diffuse ⭞ ∡,Sky-Diffuse Horizontal 🗤⭳,Direct Horizontal ⇣ ⭳,Extra Horizontal ⍖ ⭳,Extra Normal ⍖ ⦜,Linke Turbidity ⋅,Temperature 🌡,Wind speed 🌬,Altitude ⦩,Azimuth 󱦥,Incidence ⭸,Sun-Horizon ⛰,Shading state 🮞,In-shade 🮞,Horizon ⛰,Visible 👁
8.628,45.812000000000005,2010-07-16 13:00:00,469.6768,546.1358,0.8872,546.1358,211.4687,320.1857,14.4813,0.3674,0.0597,1.0006,621.9332,239.5991,364.7087,17.6255,-6.3368,-1.2346,-3.8,-1.3023,615.5964,238.3645,360.9087,16.3232,391.0,237.0,1136.595,1316.2086,2.0,32.48,0.8,1.0422,3.9102,1.0613,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-16 14:00:00,478.7376,556.6716,0.8825,556.6716,309.8514,232.0705,14.7497,0.3765,0.0597,1.0006,638.1807,354.4033,265.7309,18.0465,-7.4086,-3.3065,-2.7687,-1.3334,630.7721,351.0968,262.9622,16.713,276.0,367.0,1026.3698,1316.2086,2.0,32.71,0.6,0.8943,4.2549,0.8527,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-16 15:00:00,385.3668,448.101,0.8929,448.101,270.9527,164.3605,12.7878,0.2996,0.0597,1.0006,512.6697,311.1906,186.0147,15.4644,-10.8161,-7.7354,-1.9381,-1.1426,501.8536,303.4553,184.0766,14.3218,198.0,353.0,869.8257,1316.2086,2.0,32.6,0.4,0.722,4.5053,0.6219,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-16 16:00:00,221.5126,257.5728,0.9017,257.5728,96.2403,152.9422,8.3903,0.1705,0.0597,1.0006,298.9231,117.4693,171.4062,10.0476,-13.2624,-10.7341,-1.7859,-0.7424,285.6607,106.7352,169.6203,9.3052,196.0,162.0,677.6584,1316.2086,2.0,32.61,0.2,0.5408,4.7074,0.3826,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-16 17:00:00,93.1784,108.347,0.8779,108.347,25.6166,77.3225,5.4079,0.0737,0.0597,1.0006,144.8753,49.2182,89.0054,6.6516,-21.4572,-20.0384,-0.9274,-0.4915,123.4181,29.1798,88.0781,6.1602,113.0,124.0,463.0612,1316.2086,2.0,32.13,0.3,0.3595,4.8877,0.1401,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-16 18:00:00,27.7705,32.2913,0.7918,32.2913,0.0,30.3566,1.9347,0.0243,0.0597,1.0006,41.3782,0.0,38.7399,2.6382,-0.5986,0.0,-0.4036,-0.1949,40.7796,0.0,38.3363,2.4433,52.0,42.0,241.0938,1316.2086,2.0,30.85,0.65,0.1842,5.0619,0.0,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-16 19:00:00,0.0,0.0,0.9525,0.0,0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7504,1316.2086,2.0,29.08,0.9,0.0241,5.2363,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-16 20:00:00,0.0,0.0,0.9582,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.2086,2.0,27.26,0.95,-0.129,5.4367,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-16 21:00:00,0.0,0.0,0.9597,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.2086,2.0,26.78,0.9,-0.2523,5.6514,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-16 22:00:00,0.0,0.0,0.9621,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.2086,2.0,26.02,0.95,-0.3421,5.8882,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-16 23:00:00,0.0,0.0,0.9632,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.2086,2.0,25.66,0.9,-0.3903,6.1426,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 00:00:00,0.0,0.0,0.9642,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,25.36,0.85,-0.3916,0.1283,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 01:00:00,0.0,0.0,0.9647,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,25.19,0.8,-0.3457,0.3832,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 02:00:00,0.0,0.0,0.9684,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,24.02,0.8,-0.258,0.6212,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 03:00:00,0.0,0.0,0.9704,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,23.38,0.75,-0.1363,0.8371,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 04:00:00,0.0,0.0,0.9747,0.0,0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9463,1316.3713,2.0,22.04,0.9,0.0167,1.0398,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 05:00:00,8.9989,10.4638,0.7027,10.4638,0.0,10.1533,0.3105,0.0089,0.0597,1.0006,15.0782,0.0,14.601,0.4771,-0.1874,0.0,-0.1521,-0.0353,14.8908,0.0,14.4489,0.4419,17.0,0.0,229.4068,1316.3713,2.0,22.17,1.15,0.1752,1.2139,0.0,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 06:00:00,15.988,18.5907,0.758,18.5907,0.0,18.039,0.5517,0.0146,0.0597,1.0006,24.8346,0.0,24.0488,0.7858,-0.3086,0.0,-0.2506,-0.0581,24.526,0.0,23.7982,0.7278,28.0,0.0,451.2504,1316.3713,2.0,24.7,1.45,0.3499,1.3883,0.1285,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 07:00:00,26.0013,30.2341,0.8027,30.2341,0.0,29.3369,0.8972,0.0225,0.0597,1.0006,38.1389,0.0,36.932,1.2068,-0.474,0.0,-0.3848,-0.0892,37.6649,0.0,36.5472,1.1177,43.0,0.0,666.5359,1316.3713,2.0,25.99,1.5,0.5309,1.5683,0.3712,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 08:00:00,442.404,514.4233,0.9102,514.4233,361.8971,137.7161,14.81,0.3373,0.0597,1.0006,578.7751,408.3098,152.896,17.5693,-13.5998,-10.7086,-1.593,-1.2982,565.1753,397.6012,151.3029,16.2712,161.0,465.0,860.0941,1316.3713,2.0,27.57,1.15,0.712,1.7693,0.611,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 09:00:00,569.9956,662.7856,0.8794,662.7856,505.8172,139.5501,17.4183,0.4498,0.0597,1.0006,762.5091,580.7711,160.3517,21.3863,-8.8627,-5.6118,-1.6707,-1.5802,753.6464,575.1594,158.6809,19.8061,160.0,602.0,1018.6102,1316.3713,2.0,29.28,0.6,0.8848,2.017,0.8428,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 10:00:00,656.1027,762.9102,0.864,762.9102,595.5421,148.2124,19.1556,0.527,0.0597,1.0006,890.2258,692.9328,173.3527,23.9403,-7.2054,-3.6303,-1.8062,-1.7689,883.0205,689.3025,171.5466,22.1714,168.0,685.0,1131.2314,1316.3713,2.0,30.08,0.75,1.034,2.356,1.0538,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 11:00:00,690.0956,802.4368,0.8534,802.4368,624.9369,157.7364,19.7635,0.5613,0.0597,1.0006,947.0373,735.2466,186.7838,25.0068,-6.7306,-2.9368,-1.9461,-1.8477,940.3067,732.3099,184.8377,23.1591,179.0,712.0,1190.2542,1316.3713,2.0,30.91,0.7,1.1295,2.8398,1.2047,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 12:00:00,673.9625,783.6773,0.8553,783.6773,585.3286,179.0304,19.3183,0.5469,0.0597,1.0006,923.0226,687.1038,211.5295,24.3894,-6.7333,-2.7272,-2.2039,-1.8021,916.2894,684.3765,209.3256,22.5873,204.0,665.0,1191.6378,1316.3713,2.0,31.84,0.8,1.132,3.4154,1.2092,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 13:00:00,386.4265,449.3331,0.9016,449.3331,107.2717,329.6408,12.4207,0.2975,0.0597,1.0006,503.9235,119.5898,369.4586,14.875,-5.5618,-0.6133,-3.8494,-1.0991,498.3616,118.9765,365.6092,13.7759,412.0,118.0,1135.2751,1316.3713,2.0,32.12,1.15,1.04,3.9065,1.0635,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 14:00:00,495.1198,575.7206,0.8887,575.7206,340.2036,220.3402,15.1768,0.3867,0.0597,1.0006,655.3593,386.3827,250.5372,18.4394,-7.5584,-3.5855,-2.6104,-1.3624,647.8008,382.7971,247.9268,17.0769,258.0,399.0,1025.0006,1316.3713,2.0,32.03,1.1,0.8925,4.2513,0.8542,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 15:00:00,61.8523,71.9213,0.8553,71.9213,0.0,69.7871,2.1342,0.0502,0.0597,1.0006,85.1472,0.0,82.4529,2.6943,-1.0582,0.0,-0.8591,-0.1991,84.0891,0.0,81.5938,2.4953,96.0,0.0,868.3328,1316.3713,2.0,31.93,1.25,0.7203,4.5021,0.623,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 16:00:00,28.7827,33.4683,0.796,33.4683,0.0,32.4751,0.9931,0.0251,0.0597,1.0006,42.5736,0.0,41.2265,1.3472,-0.5291,0.0,-0.4295,-0.0995,42.0445,0.0,40.7969,1.2476,48.0,0.0,675.9759,1316.3713,2.0,30.69,0.95,0.5393,4.7046,0.3834,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 17:00:00,40.7759,47.4139,0.8328,47.4139,0.0,46.0069,1.407,0.034,0.0597,1.0006,57.6518,0.0,55.8275,1.8243,-0.7165,0.0,-0.5817,-0.1348,56.9353,0.0,55.2458,1.6895,65.0,0.0,461.1364,1316.3713,2.0,29.07,1.6,0.3579,4.8852,0.1406,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 18:00:00,29.2752,34.0409,0.8111,34.0409,0.0,32.1223,1.9185,0.0251,0.0597,1.0006,42.5733,0.0,40.0193,2.554,-0.6057,0.0,-0.417,-0.1887,41.9676,0.0,39.6023,2.3653,53.0,38.0,238.9007,1316.3713,2.0,26.87,1.95,0.1825,5.0595,0.0,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 19:00:00,0.0,0.0,0.9602,0.0,0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4865,1316.3713,2.0,26.61,1.45,0.0224,5.2339,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-17 20:00:00,0.0,0.0,0.9641,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,25.38,2.2,-0.1312,5.4348,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 21:00:00,0.0,0.0,0.9669,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,24.51,2.25,-0.2547,5.6497,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 22:00:00,0.0,0.0,0.9673,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,24.36,2.2,-0.3447,5.8869,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-17 23:00:00,0.0,0.0,0.9678,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.3713,2.0,24.2,2.75,-0.3931,6.1418,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 00:00:00,0.0,0.0,0.9699,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,23.54,2.75,-0.3945,0.1281,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 01:00:00,0.0,0.0,0.9726,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,22.69,2.75,-0.3486,0.3836,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 02:00:00,0.0,0.0,0.9748,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,21.99,2.6,-0.2608,0.6221,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 03:00:00,0.0,0.0,0.9768,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,21.36,2.45,-0.1389,0.8384,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 04:00:00,0.0,0.0,0.9786,0.0,0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0614,1316.5474,2.0,20.79,2.25,0.0145,1.0417,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 05:00:00,29.976,34.8558,0.8346,34.8558,0.0,31.7755,3.0803,0.0249,0.0597,1.0006,42.4606,0.0,38.4752,3.9854,-0.6953,0.0,-0.4009,-0.2945,41.7653,0.0,38.0743,3.6909,62.0,80.0,226.3999,1316.5474,2.0,20.61,2.15,0.1728,1.2157,0.0,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 06:00:00,95.8267,111.4264,0.9158,111.4264,39.477,64.6895,7.2599,0.0726,0.0597,1.0006,156.837,76.8939,71.383,8.5601,-35.1623,-33.7861,-0.7438,-0.6325,121.6747,43.1078,70.6392,7.9276,100.0,205.0,448.5036,1316.5474,2.0,21.38,2.3,0.3476,1.3903,0.1281,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 07:00:00,283.5496,329.7088,0.9403,329.7088,233.0292,84.7529,11.9267,0.2093,0.0597,1.0006,379.4617,274.6806,91.0849,13.6962,-28.8117,-26.8507,-0.949,-1.012,350.65,247.8299,90.1359,12.6842,106.0,382.0,664.0816,1316.5474,2.0,23.58,2.45,0.5287,1.5706,0.3712,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 08:00:00,462.3682,537.6374,0.9258,537.6374,412.14,109.9756,15.5219,0.3466,0.0597,1.0006,595.2564,457.1198,120.0341,18.1026,-14.5602,-11.972,-1.2506,-1.3376,580.6962,445.1478,118.7834,16.765,126.0,519.0,857.9311,1316.5474,2.0,25.14,2.4,0.7098,1.7718,0.6113,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 09:00:00,593.6839,690.3301,0.9058,690.3301,540.6138,131.611,18.1054,0.4549,0.0597,1.0006,771.0463,602.6371,146.8265,21.5828,-8.9317,-5.8072,-1.5298,-1.5947,762.1146,596.8299,145.2967,19.9881,146.0,623.0,1016.7152,1316.5474,2.0,26.77,2.3,0.8824,2.0196,0.8436,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 10:00:00,681.5785,792.5331,0.8829,792.5331,644.8533,127.8285,19.8513,0.5358,0.0597,1.0006,904.7646,734.1862,146.3013,24.2771,-7.1518,-3.8337,-1.5243,-1.7938,897.6129,730.3525,144.777,22.4833,141.0,724.0,1129.5612,1316.5474,2.0,28.3,1.8,1.0313,2.3584,1.0553,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 11:00:00,715.2015,831.6296,0.8643,831.6296,682.5958,128.6123,20.4217,0.5743,0.0597,1.0006,968.7681,792.8904,150.3657,25.512,-6.6074,-3.1557,-1.5667,-1.885,962.1606,789.7347,148.799,23.627,143.0,766.0,1188.7502,1316.5474,2.0,29.57,1.25,1.1265,2.8404,1.2072,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 12:00:00,704.1595,818.7902,0.8524,818.7902,679.7296,118.9658,20.0948,0.5734,0.0597,1.0006,967.1132,800.6182,141.0391,25.4559,-6.5155,-3.1652,-1.4695,-1.8809,960.5977,797.453,139.5696,23.575,134.0,773.0,1190.2297,1316.5474,2.0,30.41,0.7,1.1292,3.4131,1.2121,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 13:00:00,649.9835,755.7948,0.8535,755.7948,628.0839,108.8107,18.9003,0.5286,0.0597,1.0006,892.4497,739.7017,128.8358,23.9123,-6.8851,-3.7759,-1.3424,-1.7668,885.5646,735.9257,127.4935,22.1454,124.0,728.0,1133.8853,1316.5474,2.0,30.96,0.35,1.0377,3.9029,1.0656,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 14:00:00,548.9339,638.2952,0.8698,638.2952,503.021,118.5886,16.6856,0.438,0.0597,1.0006,742.1573,583.676,137.7686,20.7127,-8.353,-5.3872,-1.4354,-1.5304,733.8043,578.2888,136.3332,19.1823,137.0,601.0,1023.5498,1316.5474,2.0,31.32,0.25,0.8906,4.2477,0.8557,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 15:00:00,417.7444,485.7493,0.893,485.7493,368.0169,103.8292,13.9032,0.3247,0.0597,1.0006,556.8179,422.5101,117.4963,16.8115,-12.8564,-10.39,-1.2242,-1.2422,543.9615,412.1201,116.2721,15.5694,123.0,476.0,866.7457,1316.5474,2.0,31.5,0.45,0.7186,4.4989,0.6241,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 16:00:00,250.9648,291.8196,0.9095,291.8196,194.9076,86.6995,10.2125,0.1915,0.0597,1.0006,344.0969,235.6421,96.3304,12.1245,-23.2394,-21.3399,-1.0037,-0.8959,320.8575,214.3022,95.3267,11.2287,110.0,322.0,674.1867,1316.5474,2.0,31.3,0.8,0.5376,4.7017,0.3841,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 17:00:00,85.7805,99.7448,0.8793,99.7448,35.0342,58.8826,5.828,0.0677,0.0597,1.0006,141.7529,66.9257,67.6703,7.1568,-28.3164,-27.0825,-0.7051,-0.5288,113.4365,39.8432,66.9653,6.628,89.0,166.0,459.0941,1316.5474,2.0,30.72,1.0,0.3562,4.8826,0.1411,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 18:00:00,27.4017,31.8625,0.7961,31.8625,0.0,29.9586,1.9038,0.0239,0.0597,1.0006,40.6078,0.0,38.0257,2.5821,-0.587,0.0,-0.3962,-0.1908,40.0208,0.0,37.6295,2.3913,51.0,41.0,236.5817,1316.5474,2.0,29.35,1.3,0.1807,5.0571,0.0,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 19:00:00,0.0,0.0,0.9579,0.0,0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1128,1316.5474,2.0,27.36,1.95,0.0206,5.2314,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-18 20:00:00,0.0,0.0,0.9628,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,25.79,2.15,-0.1334,5.4328,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 21:00:00,0.0,0.0,0.967,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,24.47,1.65,-0.2572,5.648,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 22:00:00,0.0,0.0,0.9714,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,23.06,1.0,-0.3475,5.8856,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-18 23:00:00,0.0,0.0,0.9696,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.5474,2.0,23.64,0.45,-0.396,6.1411,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-19 00:00:00,0.0,0.0,0.971,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.7365,2.0,23.21,0.35,-0.3975,0.128,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-19 01:00:00,0.0,0.0,0.9737,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.7365,2.0,22.33,0.7,-0.3516,0.3841,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-19 02:00:00,0.0,0.0,0.9803,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.7365,2.0,20.26,0.95,-0.2636,0.6231,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-19 03:00:00,0.0,0.0,0.9817,0.0,-0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1316.7365,2.0,19.82,1.1,-0.1417,0.8397,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-07-19 04:00:00,0.0,0.0,0.9816,0.0,0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1314,1316.7365,2.0,19.85,1.1,0.0123,1.0437,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-19 05:00:00,33.6773,39.1597,0.8458,39.1597,0.0,37.9725,1.1872,0.0276,0.0597,1.0006,46.8831,0.0,45.3675,1.5156,-0.5847,0.0,-0.4727,-0.112,46.2984,0.0,44.8948,1.4036,53.0,1.0,223.3276,1316.7365,2.0,20.07,1.05,0.1704,1.2175,0.0,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-19 06:00:00,56.1402,65.2793,0.8768,65.2793,0.0,63.3422,1.9371,0.0444,0.0597,1.0006,75.3908,0.0,73.0052,2.3856,-0.9369,0.0,-0.7607,-0.1763,74.4539,0.0,72.2445,2.2093,85.0,0.0,445.6998,1316.7365,2.0,22.82,1.05,0.3453,1.3923,0.1278,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-19 07:00:00,94.9286,110.3821,0.9066,110.3821,0.0,107.1067,3.2755,0.0727,0.0597,1.0006,123.2861,0.0,119.3849,3.9012,-1.5321,0.0,-1.2439,-0.2882,121.754,0.0,118.1411,3.6129,139.0,0.0,661.5772,1316.7365,2.0,23.38,0.8,0.5264,1.5729,0.3711,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-19 08:00:00,187.4211,217.9316,0.9255,217.9316,7.1672,204.3177,6.4467,0.1405,0.0597,1.0006,238.5713,7.9523,223.0973,7.5217,-3.0882,-0.2079,-2.3245,-0.5558,235.4831,7.7444,220.7728,6.9659,259.0,9.0,855.7219,1316.7365,2.0,24.49,0.4,0.7074,1.7744,0.6117,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-19 09:00:00,580.704,675.2372,0.8805,675.2372,535.4598,122.1088,17.6686,0.4577,0.0597,1.0006,775.8207,614.0159,140.1379,21.667,-8.9606,-5.8995,-1.4601,-1.6009,766.8601,608.1163,138.6777,20.066,139.0,633.0,1014.7748,1316.7365,2.0,25.29,0.05,0.8799,2.0224,0.8444,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-07-19 10:00:00,668.1382,776.9048,0.8645,776.9048,631.2546,126.2363,19.414,0.5364,0.0597,1.0006,905.8417,734.03,147.5626,24.249,-7.1488,-3.8196,-1.5375,-1.7917,898.6929,730.2104,146.0251,22.4573,142.0,722.0,1127.8436,1316.7365,2.0,26.2,0.25,1.0285,2.3608,1.0569,Above,Sunlit,False,0.0,True
