Longitude,Latitude,Time,Power ⌁,Power ⌁ without Loss,Efficiency ⋅,Global ⤋ ⭍,Direct ⇣ ⭍,Sky-Diffuse 🗤 ⭍,Ground-Diffuse ⭞ ⭍,Spectral effect ±,Spectral effect ± ％,Spectral factor,Global ⤋ ∡ ☉,Direct ⇣ ∡ ☉,Sky-Diffuse 🗤 ∡ ☉,Ground-Diffuse ⭞ ∡ ☉,Global ⤋ -⭜,Direct ⇣ -⭜,Sky-Diffuse 🗤 -⭜,Ground-Diffuse ⭞ -⭜,Global ⤋ ∡,Direct ⇣ ∡,Sky-Diffuse 🗤 ∡,Ground-Diffuse ⭞ ∡,Sky-Diffuse Horizontal 🗤⭳,Direct Horizontal ⇣ ⭳,Extra Horizontal ⍖ ⭳,Extra Normal ⍖ ⦜,Linke Turbidity ⋅,Temperature 🌡,Wind speed 🌬,Altitude ⦩,Azimuth 󱦥,Incidence ⭸,Sun-Horizon ⛰,Shading state 🮞,In-shade 🮞,Horizon ⛰,Visible 👁
8.628,45.812000000000005,2010-04-18 13:00:00,88.1991,102.5571,0.9367,102.5571,0.0,99.5138,3.0433,1.0159,0.9365,1.0094,110.8688,0.0,107.3606,3.5083,-1.3778,0.0,-1.1186,-0.2592,109.491,0.0,106.242,3.249,125.0,0.0,1024.251,1350.0068,2.0,12.68,1.1,0.8613,3.7942,1.1321,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-18 14:00:00,96.1292,111.7782,0.9383,111.7782,0.0,108.4613,3.3169,1.1053,0.9365,1.0094,120.6253,0.0,116.8083,3.817,-1.4991,0.0,-1.217,-0.282,119.1262,0.0,115.5913,3.535,136.0,0.0,899.2256,1350.0068,2.0,13.52,1.05,0.729,4.1111,0.8824,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-18 15:00:00,300.5825,349.5145,0.9632,349.5145,128.4093,212.0175,9.0877,3.3668,0.9365,1.0094,369.2542,136.6244,222.4418,10.188,-6.3757,-3.3053,-2.3177,-0.7528,362.8785,133.3192,220.1241,9.4352,238.0,125.0,725.1258,1350.0068,2.0,13.66,1.0,0.567,4.3628,0.6274,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-18 16:00:00,240.8113,280.0132,0.9638,280.0132,193.744,78.3024,7.9667,2.6954,0.9365,1.0094,313.8401,222.8203,82.0949,8.925,-23.3236,-21.8088,-0.8554,-0.6594,290.5166,201.0115,81.2396,8.2655,84.0,234.0,513.9353,1350.0068,2.0,13.38,0.85,0.3905,4.5739,0.371,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-18 17:00:00,54.7653,63.6806,0.9067,63.6806,18.9521,41.6884,3.0401,0.6516,0.9365,1.0094,90.2307,40.1465,46.4637,3.6205,-19.9951,-19.2435,-0.4841,-0.2675,70.2356,20.903,45.9796,3.353,56.0,73.0,280.4514,1350.0068,2.0,12.96,0.7,0.2093,4.7642,0.1145,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-18 18:00:00,0.0,0.0,1.0056,0.0,0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9214,1350.0068,2.0,12.21,0.55,0.0333,4.9451,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-18 19:00:00,0.0,0.0,1.0112,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1350.0068,2.0,10.46,0.65,-0.1435,5.1419,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-18 20:00:00,0.0,0.0,1.0096,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1350.0068,2.0,10.94,0.5,-0.3005,5.3518,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-18 21:00:00,0.0,0.0,1.0134,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1350.0068,2.0,9.75,0.65,-0.4329,5.5886,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-18 22:00:00,0.0,0.0,1.0161,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1350.0068,2.0,8.89,0.7,-0.5297,5.8577,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-18 23:00:00,0.0,0.0,1.0202,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1350.0068,2.0,7.59,0.85,-0.5794,6.1537,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 00:00:00,0.0,0.0,1.0234,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,6.57,0.9,-0.5744,0.1812,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 01:00:00,0.0,0.0,1.0267,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,5.54,0.95,-0.5154,0.4736,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 02:00:00,0.0,0.0,1.0291,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,4.77,1.0,-0.4113,0.7368,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 03:00:00,0.0,0.0,1.0314,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,4.05,1.0,-0.2736,0.9679,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 04:00:00,0.0,0.0,1.0328,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,3.6,1.05,-0.1129,1.1738,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 05:00:00,5.8385,6.7889,0.7314,6.7889,0.0,5.7243,1.0646,0.0861,0.9365,1.0094,9.4807,0.0,7.909,1.5717,-0.1985,0.0,-0.0824,-0.1161,9.2822,0.0,7.8266,1.4556,31.0,25.0,86.3273,1349.2474,2.0,3.41,1.1,0.064,1.3661,0.0,Above,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 06:00:00,110.488,128.4744,0.9685,128.4744,64.8456,57.7885,5.8403,1.2308,0.9365,1.0094,171.8245,105.0171,60.2961,6.5113,-39.172,-38.0626,-0.6282,-0.4811,132.6525,66.9545,59.6678,6.0302,72.0,160.0,324.259,1349.2474,2.0,5.53,0.85,0.2427,1.5483,0.1584,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 07:00:00,323.6575,376.3459,0.9677,376.3459,255.7486,110.3604,10.2369,3.6084,0.9365,1.0094,412.616,285.9458,115.2473,11.4229,-23.6998,-21.655,-1.2008,-0.844,388.9161,264.2908,114.0465,10.5789,115.0,292.0,555.2683,1349.2474,2.0,11.04,0.65,0.4241,1.7406,0.4148,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 08:00:00,486.0928,565.2242,0.9423,565.2242,377.6093,174.1935,13.4214,5.5656,0.9365,1.0094,610.9833,408.789,186.8141,15.3802,-11.1236,-8.0408,-1.9464,-1.1364,599.8597,400.7482,184.8677,14.2438,177.0,371.0,761.2377,1349.2474,2.0,13.87,0.55,0.5995,1.9566,0.6709,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 09:00:00,664.3734,772.5272,0.9072,772.5272,624.2535,131.1542,17.1195,7.9006,0.9365,1.0094,859.6652,693.1993,146.0899,20.3759,-8.1288,-5.1011,-1.5221,-1.5055,851.5364,688.0982,144.5678,18.8704,129.0,597.0,927.8643,1349.2474,2.0,15.95,0.5,0.7583,2.2173,0.9248,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 10:00:00,747.6091,869.3129,0.8836,869.3129,707.4281,143.121,18.7638,9.1281,0.9365,1.0094,990.6079,803.9968,163.6812,22.9299,-6.7717,-3.372,-1.7054,-1.6942,983.8363,800.6248,161.9758,21.2357,142.0,675.0,1043.7343,1349.2474,2.0,17.49,0.4,0.8845,2.5481,1.1717,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 11:00:00,790.7431,919.4687,0.8747,919.4687,763.7409,136.1074,19.6204,9.7531,0.9365,1.0094,1057.558,876.0917,157.2453,24.221,-6.3611,-2.9332,-1.6384,-1.7896,1051.1968,873.1586,155.6069,22.4313,135.0,728.0,1100.9423,1349.2474,2.0,18.57,0.55,0.9544,2.9603,1.3805,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 12:00:00,779.5678,906.4742,0.879,906.4742,751.7646,135.3361,19.3735,9.5685,0.9365,1.0094,1037.6182,858.2236,155.5945,23.8,-6.3122,-2.9325,-1.6212,-1.7585,1031.3059,855.2911,153.9734,22.0415,134.0,714.0,1095.6011,1349.2474,2.0,19.38,0.75,0.9476,3.4005,1.3514,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 13:00:00,711.6323,827.4794,0.8937,827.4794,669.2416,140.2809,17.957,8.5903,0.9365,1.0094,932.5094,752.2017,158.6127,21.695,-6.6436,-3.388,-1.6526,-1.603,925.8658,748.8137,156.9601,20.092,139.0,634.0,1028.0981,1349.2474,2.0,19.94,0.95,0.8664,3.7997,1.1291,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 14:00:00,592.7448,689.2382,0.9158,689.2382,535.4767,138.2891,15.4722,6.9828,0.9365,1.0094,760.5585,589.7202,152.5954,18.2429,-7.9416,-5.0038,-1.5899,-1.3479,752.6169,584.7164,151.0055,16.895,138.0,512.0,903.0693,1349.2474,2.0,20.14,1.2,0.7333,4.117,0.8803,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 15:00:00,429.3771,499.2757,0.938,499.2757,368.0403,119.2154,12.0199,4.9384,0.9365,1.0094,544.4341,402.1665,128.4311,13.8365,-12.1672,-9.8067,-1.3381,-1.0223,532.2669,392.3598,127.0929,12.8142,122.0,371.0,729.0919,1349.2474,2.0,20.06,1.45,0.5709,4.3685,0.6258,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 16:00:00,231.4863,269.1701,0.9478,269.1701,173.617,87.8426,7.7105,2.6351,0.9365,1.0094,305.6759,203.23,93.6612,8.7847,-21.6666,-20.0416,-0.9759,-0.6491,284.0093,183.1884,92.6854,8.1356,97.0,216.0,518.1387,1349.2474,2.0,19.53,1.4,0.3941,4.5794,0.3697,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 17:00:00,54.5993,63.4876,0.8889,63.4876,17.5194,42.9646,3.0036,0.6627,0.9365,1.0094,90.5678,38.0754,48.8438,3.6486,-19.1446,-18.3661,-0.5089,-0.2696,71.4232,19.7093,48.3349,3.379,59.0,71.0,284.9773,1349.2474,2.0,18.54,0.9,0.2128,4.7694,0.1135,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 18:00:00,0.0,0.0,0.9924,0.0,0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.527,1349.2474,2.0,16.42,0.8,0.0367,4.9503,0.0,Low angle,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-19 19:00:00,0.0,0.0,0.9916,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,16.65,0.45,-0.1395,5.1467,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 20:00:00,0.0,0.0,0.995,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,15.59,0.1,-0.2961,5.3563,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 21:00:00,0.0,0.0,0.9984,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,14.51,0.7,-0.428,5.5926,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 22:00:00,0.0,0.0,1.0087,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,11.23,1.0,-0.5242,5.8609,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-19 23:00:00,0.0,0.0,1.0121,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1349.2474,2.0,10.16,0.95,-0.5734,6.1555,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 00:00:00,0.0,0.0,1.0155,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,9.07,0.95,-0.5682,0.1815,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 01:00:00,0.0,0.0,1.0194,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,7.84,1.05,-0.5094,0.4725,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 02:00:00,0.0,0.0,1.0236,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,6.52,1.2,-0.4055,0.7346,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 03:00:00,0.0,0.0,1.0256,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,5.89,1.1,-0.2681,0.9651,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 04:00:00,0.0,0.0,1.0272,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,5.37,1.05,-0.1076,1.1706,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 05:00:00,14.1126,16.41,0.8178,16.41,0.0,15.3685,1.0415,0.1862,0.9365,1.0094,20.3661,0.0,18.9909,1.3752,-0.2995,0.0,-0.1979,-0.1016,20.0667,0.0,18.793,1.2736,35.0,14.0,92.8246,1348.4916,2.0,5.54,0.95,0.0689,1.3624,0.0,Above,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 06:00:00,112.46,130.7674,0.9625,130.7674,49.438,75.8756,5.4538,1.2606,0.9365,1.0094,166.0628,80.2817,79.6627,6.1184,-30.199,-28.9169,-0.83,-0.4521,135.8637,51.3647,78.8327,5.6663,94.0,124.0,330.5624,1348.4916,2.0,7.62,0.7,0.2477,1.5446,0.1594,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 07:00:00,323.3345,375.9704,0.9583,375.9704,259.5508,106.1077,10.312,3.6401,0.9365,1.0094,416.4573,292.946,111.892,11.6193,-24.122,-22.0977,-1.1658,-0.8585,392.3353,270.8483,110.7262,10.7608,112.0,302.0,561.1166,1348.4916,2.0,13.01,0.25,0.4292,1.7367,0.4155,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 08:00:00,515.4375,599.3459,0.9249,599.3459,466.1838,118.9789,14.1832,6.0125,0.9365,1.0094,660.714,514.1558,129.9992,16.559,-12.6772,-10.0992,-1.3545,-1.2235,648.0368,504.0566,128.6447,15.3355,120.0,470.0,766.6019,1348.4916,2.0,15.56,0.05,0.6047,1.9527,0.6712,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 09:00:00,649.8806,755.675,0.9044,755.675,588.5508,150.2453,16.879,7.752,0.9365,1.0094,843.5859,655.5652,167.8692,20.1514,-8.0661,-4.8281,-1.7491,-1.4889,835.5197,650.7371,166.1202,18.6625,150.0,568.0,932.7596,1348.4916,2.0,17.18,0.45,0.7638,2.2137,0.9245,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 10:00:00,744.9987,866.2775,0.8868,866.2775,696.7039,150.7657,18.808,9.0637,0.9365,1.0094,983.6982,788.988,171.8083,22.9019,-6.7984,-3.3162,-1.7901,-1.6922,976.8998,785.6719,170.0182,21.2097,150.0,666.0,1048.2101,1348.4916,2.0,18.44,0.65,0.8904,2.5458,1.1703,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 11:00:00,720.9443,838.3073,0.8911,838.3073,573.0944,246.8453,18.3675,8.7283,0.9365,1.0094,947.4698,645.2891,279.9245,22.2564,-6.7278,-2.1668,-2.9166,-1.6445,940.7421,643.1223,277.0079,20.6119,254.0,539.0,1105.0776,1348.4916,2.0,19.38,0.8,0.9605,2.9606,1.376,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 12:00:00,772.2343,897.9468,0.8828,897.9468,726.8795,151.7471,19.3203,9.4374,0.9365,1.0094,1023.5616,826.2249,173.7051,23.6316,-6.3901,-2.8342,-1.8099,-1.7461,1017.1715,823.3907,171.8952,21.8855,151.0,691.0,1099.4985,1348.4916,2.0,19.95,0.95,0.9533,3.4041,1.3463,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 13:00:00,706.7756,821.832,0.8943,821.832,656.4013,147.4863,17.9444,8.5266,0.9365,1.0094,925.6772,737.3494,166.6608,21.667,-6.6763,-3.3389,-1.7365,-1.6009,919.0009,734.0105,164.9243,20.066,147.0,625.0,1031.8762,1348.4916,2.0,20.29,1.0,0.8714,3.8051,1.1261,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 14:00:00,586.3776,681.8344,0.9134,681.8344,524.3859,142.0401,15.4084,6.9258,0.9365,1.0094,754.3964,579.0403,157.1413,18.2148,-7.9311,-4.948,-1.6373,-1.3458,746.4653,574.0923,155.504,16.869,143.0,506.0,906.8543,1348.4916,2.0,20.3,1.0,0.7376,4.1229,0.8782,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 15:00:00,426.7328,496.2009,0.9332,496.2009,366.0339,118.1363,12.0307,4.9335,0.9365,1.0094,543.9778,402.1283,127.9288,13.9207,-12.2447,-9.8833,-1.3329,-1.0286,531.733,392.245,126.5959,12.8922,122.0,374.0,733.0096,1348.4916,2.0,20.12,0.9,0.5747,4.3742,0.6242,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 16:00:00,228.7887,266.0334,0.9447,266.0334,166.9294,91.4185,7.6855,2.6128,0.9365,1.0094,302.7732,196.1973,97.7912,8.7847,-21.1599,-19.4919,-1.0189,-0.6491,281.6133,176.7054,96.7723,8.1356,102.0,211.0,522.3026,1348.4916,2.0,19.77,0.9,0.3977,4.5847,0.3684,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 17:00:00,55.2647,64.2613,0.8887,64.2613,17.71,43.4559,3.0954,0.6709,0.9365,1.0094,91.8912,38.7184,49.4119,3.7608,-19.5836,-18.7908,-0.5148,-0.2779,72.3076,19.9276,48.8971,3.483,60.0,74.0,289.4718,1348.4916,2.0,18.9,1.0,0.2163,4.7745,0.1126,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 18:00:00,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1361,1348.4916,2.0,16.87,1.05,0.0402,4.9555,0.0,Above,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-20 19:00:00,0.0,0.0,0.9957,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,15.36,1.0,-0.1355,5.1513,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 20:00:00,0.0,0.0,0.9939,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,15.95,0.7,-0.2917,5.3607,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 21:00:00,0.0,0.0,0.9962,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,15.2,0.45,-0.423,5.5965,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 22:00:00,0.0,0.0,0.9997,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,14.09,0.55,-0.5187,5.864,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-20 23:00:00,0.0,0.0,1.0104,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1348.4916,2.0,10.7,1.0,-0.5675,6.1573,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-21 00:00:00,0.0,0.0,1.0187,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1347.7393,2.0,8.07,1.1,-0.5621,0.1818,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-21 01:00:00,0.0,0.0,1.0226,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1347.7393,2.0,6.84,1.1,-0.5033,0.4713,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-21 02:00:00,0.0,0.0,1.0254,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1347.7393,2.0,5.94,1.2,-0.3997,0.7325,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-21 03:00:00,0.0,0.0,1.0263,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1347.7393,2.0,5.66,1.25,-0.2626,0.9623,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-21 04:00:00,0.0,0.0,1.0267,0.0,-0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1347.7393,2.0,5.53,1.25,-0.1024,1.1675,0.0,Below,In-shade,True,0.0,False
8.628,45.812000000000005,2010-04-21 05:00:00,11.8499,13.779,0.7993,13.779,0.0,12.5947,1.1843,0.1599,0.9365,1.0094,17.5222,0.0,15.9225,1.5998,-0.2841,0.0,-0.1659,-0.1182,17.2381,0.0,15.7566,1.4816,37.0,20.0,99.253,1347.7393,2.0,5.74,1.25,0.0737,1.3587,0.0,Above,Potentially-sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-21 06:00:00,113.4982,131.9746,0.9613,131.9746,55.9844,70.2434,5.7469,1.2738,0.9365,1.0094,171.0162,90.7203,73.8407,6.4552,-33.7283,-32.482,-0.7694,-0.477,137.2879,58.2383,73.0714,5.9782,88.0,142.0,336.7679,1347.7393,2.0,8.42,1.05,0.2526,1.5409,0.1603,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-21 07:00:00,329.2916,382.8972,0.9639,382.8972,272.4464,99.8526,10.5982,3.6855,0.9365,1.0094,422.1604,305.6089,104.6796,11.8719,-24.9361,-22.9682,-1.0907,-0.8772,397.2243,282.6407,103.5889,10.9947,105.0,318.0,566.8636,1347.7393,2.0,12.41,0.75,0.4341,1.7328,0.4161,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-21 08:00:00,527.37,613.2209,0.9294,613.2209,495.8282,102.8024,14.5903,6.122,0.9365,1.0094,672.9287,544.1953,111.7815,16.9519,-13.0943,-10.6771,-1.1647,-1.2525,659.8344,533.5182,110.6169,15.6993,103.0,501.0,771.8639,1347.7393,2.0,15.43,0.4,0.6098,1.9487,0.6714,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-21 09:00:00,647.9165,753.3913,0.9015,753.3913,587.24,149.2341,16.9172,7.7541,0.9365,1.0094,843.8245,656.2706,167.2902,20.2637,-8.0786,-4.8383,-1.743,-1.4972,835.7459,651.4323,165.5471,18.7664,150.0,572.0,937.5551,1347.7393,2.0,17.53,0.35,0.7693,2.2101,0.9242,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-21 10:00:00,743.5477,864.5903,0.885,864.5903,695.7492,149.9786,18.8625,9.0641,0.9365,1.0094,983.7566,789.4894,171.253,23.0141,-6.8107,-3.326,-1.7843,-1.7005,976.9458,786.1635,169.4687,21.3137,150.0,670.0,1052.5913,1347.7393,2.0,19.0,0.65,0.8963,2.5433,1.1688,Above,Sunlit,False,0.0,True
8.628,45.812000000000005,2010-04-21 11:00:00,778.9141,905.7141,0.8793,905.7141,725.4667,160.6826,19.5648,9.5563,0.9365,1.0094,1036.4774,827.7986,184.6543,24.0245,-6.4872,-2.7881,-1.9239,-1.7751,1029.9902,825.0104,182.7304,22.2494,161.0,695.0,1109.1257,1347.7393,2.0,19.94,0.85,0.9666,2.9609,1.3715,Above,Sunlit,False,0.0,True
